timestamp,VWAP,Liquidity,Max,Min,Timestamp,Volatility,FD
2022-09-28 06:00:00,0.9920266666666667,15774.5,0.99495,0.9892066666666668,2022-09-28 06:00:00,0.005789494906050789,52908.7568891576
2022-09-28 12:00:00,0.9812177777777777,15942.0,0.9859333333333332,0.9764066666666668,2022-09-28 12:00:00,0.00970902370750158,18630.29599535733
2022-09-28 18:00:00,0.9762994444444444,7146.666666666667,0.9771116666666668,0.97549,2022-09-28 18:00:00,0.0016610340975761297,3149.0552834150435
2022-09-29 00:00:00,0.9787805555555557,9147.666666666666,0.9802066666666668,0.9776166666666668,2022-09-29 00:00:00,0.002646149829294369,57965.0565262009
2022-09-29 06:00:00,0.9817295574387948,14752.0,0.9838133333333332,0.9792406779661016,2022-09-29 06:00:00,0.004657754605210299,56370.65637065678
2022-09-29 12:00:00,0.9806396814923427,14233.166666666666,0.98228,0.9791709677419356,2022-09-29 12:00:00,0.0031704124529543087,6998.121972916909
2022-09-29 18:00:00,0.9763327777777778,7293.0,0.9787633333333332,0.9748716666666668,2022-09-29 18:00:00,0.003986004316606262,24123.26208757039
2022-09-30 00:00:00,0.9755427777777776,9822.5,0.976075,0.9746183333333334,2022-09-30 00:00:00,0.0014931858446893048,9250.535331906405
2022-09-30 06:00:00,0.9776333333333334,15625.0,0.9806566666666666,0.97634,2022-09-30 06:00:00,0.004415425005966758,116704.80549199125
2022-09-30 12:00:00,0.9820802087986685,15032.166666666666,0.9851542372881356,0.9797766666666666,2022-09-30 12:00:00,0.005475693913073611,16679.5366795368
2022-09-30 18:00:00,0.9868403483992467,5413.166666666667,0.987595,0.98515,2022-09-30 18:00:00,0.0024776044108513235,7810.218211235195
2022-10-01 00:00:00,0.9876000000000001,4.666666666666667,0.9876,0.9876,2022-10-01 00:00:00,0.0,4907.975460122639
2022-10-01 06:00:00,0.9876000000000001,4.666666666666667,0.9876,0.9876,2022-10-01 06:00:00,0.0,4907.975460122639
2022-10-01 12:00:00,0.9876000000000001,5.0,0.9876,0.9876,2022-10-01 12:00:00,0.0,4907.975460122639
2022-10-01 18:00:00,0.9876000000000001,4.666666666666667,0.9876,0.9876,2022-10-01 18:00:00,0.0,4907.975460122639
2022-10-02 00:00:00,0.9876000000000001,4.666666666666667,0.9876,0.9876,2022-10-02 00:00:00,0.0,4907.975460122639
2022-10-02 06:00:00,0.9876000000000001,3.3333333333333335,0.9876,0.9876,2022-10-02 06:00:00,0.0,4907.975460122639
2022-10-02 12:00:00,0.9876000000000001,0.0,0.9876,0.9876,2022-10-02 12:00:00,0.0,4907.975460122639
2022-10-02 18:00:00,0.9860933333333334,883.5,0.9879,0.98475,2022-10-02 18:00:00,0.0031944237867950155,4907.975460122639
2022-10-03 00:00:00,0.9852577777777777,9370.833333333334,0.9859883333333334,0.9842266666666666,2022-10-03 00:00:00,0.0017880261454420222,13968.25396825403
2022-10-03 06:00:00,0.9881172222222223,12994.166666666666,0.9898716666666666,0.9860166666666668,2022-10-03 06:00:00,0.0039013589818120403,68684.95742667516
2022-10-03 12:00:00,0.9908455555555555,13429.5,0.9932466666666666,0.9890433333333332,2022-10-03 12:00:00,0.004242168024840852,16601.815823606437
2022-10-03 18:00:00,0.9925708333333333,5921.333333333333,0.9936266666666668,0.9919933333333332,2022-10-03 18:00:00,0.0016455584614031048,9992.069785883947
2022-10-04 00:00:00,0.9921111111111113,8354.333333333334,0.99307,0.9910416666666666,2022-10-04 00:00:00,0.0020444618658305167,48979.59183672677
2022-10-04 06:00:00,0.9887141666666667,13652.166666666666,0.990315,0.987775,2022-10-04 06:00:00,0.0025689932294217016,46836.483155298156
2022-10-04 12:00:00,0.9828330555555557,13559.166666666666,0.987435,0.9795916666666666,2022-10-04 12:00:00,0.007980331236315403,61023.62204724441
2022-10-04 18:00:00,0.9795222222222223,5789.166666666667,0.979955,0.9792333333333332,2022-10-04 18:00:00,0.0007367537461576032,3187.4203144921457
2022-10-05 00:00:00,0.9798597222222223,8254.5,0.9801866666666668,0.97929,2022-10-05 00:00:00,0.00091509697391502,119168.59122398944
2022-10-05 06:00:00,0.9825897222222224,10607.833333333334,0.9841933333333334,0.9804516666666668,2022-10-05 06:00:00,0.003807964384366232,219702.6022304585
2022-10-05 12:00:00,0.9845080555555555,12293.666666666666,0.9870333333333332,0.9834333333333334,2022-10-05 12:00:00,0.0036566485969161057,22449.888641426198
2022-10-05 18:00:00,0.9826672222222225,5831.5,0.9830916666666668,0.9819833333333334,2022-10-05 18:00:00,0.0011278826730650195,13888.888888889562
2022-10-06 00:00:00,0.9809030555555557,7892.166666666667,0.98136,0.9804833333333334,2022-10-06 00:00:00,0.0008937342601814178,141654.1353383402
2022-10-06 06:00:00,0.9816783333333333,12027.5,0.98413,0.9791166666666666,2022-10-06 06:00:00,0.005106900257552098,345627.3764258673
